,MaterialTecho,Habitantes/Vivienda,Mal_Olor,Mal_Color,Sedimentos,Mal_Sabor,MaterialPiso,Cepillado,Edad,Sanitarios,Ducha,LavadoAntesComer,Purificacion,LavadoPostSanitario,AnimalDomestico,Etnia,Alcantarillado,Prevalencia
306,0,4.5,0.0,0.0,0.0,0.0,2,2.75,41.25,1.0,2.0,2.0,2,2.0,1.75,3,1.0,0.0
307,0,5.0,0.0,0.25,0.0,0.0,2,2.5,33.0,1.0,2.0,2.0,2,2.0,1.75,3,1.0,0.0
308,0,4.7894736842105265,0.1,0.15,0.0,0.0,2,2.6,33.05,1.0,1.95,2.0,2,2.0,1.9,3,1.0,0.0
309,0,5.125,0.041666666666666664,0.3333333333333333,0.4583333333333333,0.25,2,2.875,36.458333333333336,1.0,1.9583333333333333,2.0,2,2.0,1.8333333333333333,3,1.125,0.0
310,0,3.7,0.0,0.09090909090909091,0.36363636363636365,0.0,1,2.909090909090909,43.18181818181818,1.0,2.0,2.0,2,1.9090909090909092,1.9090909090909092,3,1.1818181818181819,0.0
311,4,4.681159420289855,0.014492753623188406,0.057971014492753624,0.2028985507246377,0.028985507246376812,2,2.391304347826087,37.072463768115945,0.984375,1.855072463768116,1.5797101449275361,4,1.8985507246376812,1.5217391304347827,0,1.0289855072463767,0.0
312,0,3.6666666666666665,0.0,0.0,0.3333333333333333,0.0,2,3.0,37.0,1.0,2.0,2.0,2,2.0,2.0,2,1.0,0.0
313,4,5.2727272727272725,0.09090909090909091,0.7272727272727273,0.36363636363636365,0.0,2,1.6363636363636365,36.90909090909091,0.6363636363636364,1.6363636363636365,1.6363636363636365,4,1.9090909090909092,1.9090909090909092,0,1.0,0.0
314,4,7.2,0.0,0.2,0.0,0.0,6,2.2,38.2,0.0,1.4,2.0,2,2.0,2.0,3,1.0,0.0
315,4,4.2,0.0,0.0,0.0,0.0,2,2.6,44.8,1.0,2.0,1.8,2,2.0,2.0,3,1.0,0.0
316,0,4.714285714285714,0.0,0.0,0.02857142857142857,0.0,2,3.4285714285714284,33.25714285714286,1.0,1.7714285714285714,1.8571428571428572,2,1.8571428571428572,1.7428571428571429,2,1.0285714285714285,0.0
317,0,3.9166666666666665,0.08333333333333333,0.6666666666666666,0.08333333333333333,0.0,2,2.75,40.25,1.0,2.0,2.0,2,2.0,1.9166666666666667,3,1.1666666666666667,0.0
318,0,3.764705882352941,0.0,0.0,0.0,0.0,2,2.9411764705882355,34.94117647058823,1.0,2.0,1.8235294117647058,2,1.9411764705882353,2.0,2,1.0,0.0
319,0,4.426229508196721,0.01639344262295082,0.18032786885245902,0.08196721311475409,0.04918032786885246,2,2.459016393442623,40.131147540983605,0.9672131147540983,1.819672131147541,1.819672131147541,2,1.8688524590163935,1.6229508196721312,0,1.360655737704918,0.0
320,0,4.666666666666667,0.0,0.0,0.0,0.0,2,2.6666666666666665,45.0,1.0,2.0,2.0,4,2.0,1.6666666666666667,3,1.0,0.0
321,0,5.456521739130435,0.10869565217391304,0.1956521739130435,0.2608695652173913,0.2608695652173913,2,2.760869565217391,39.0,0.9782608695652174,1.4782608695652173,2.0,2,2.0,1.9130434782608696,3,0.9782608695652174,0.0
322,0,4.75,0.0,0.05,0.35,0.0,2,2.95,39.85,1.05,2.0,1.95,2,1.95,1.55,2,1.5,0.0
323,0,4.67741935483871,0.0,0.2903225806451613,0.0967741935483871,0.0,2,2.870967741935484,37.03225806451613,1.032258064516129,2.0,2.0,2,1.935483870967742,1.7741935483870968,3,1.032258064516129,0.0
324,0,3.608695652173913,0.0,0.0,0.9565217391304348,0.0,1,3.0,46.34782608695652,1.0,2.0,2.0,2,1.9565217391304348,1.9565217391304348,3,1.9130434782608696,0.0
325,0,5.0,0.05263157894736842,0.2631578947368421,0.7894736842105263,0.10526315789473684,1,2.9473684210526314,35.63157894736842,1.0,2.0,2.0,2,2.0,1.9473684210526316,3,1.4736842105263157,0.0
